Gene.symbol	Gene.ID	adj.P.Val	logFC
RECQL5	9400	0.835905637535477	-0.0428935020260726
		0.836325652069639	0.0720100845952376
MAGI1	9223	0.836361963470504	0.0278967932664402
		0.836384710715339	-0.0599211271201803
		0.836398691762901	-0.0337729807131515
		0.836410338609437	-0.0633108276099765
KCTD8	386617	0.836463826047513	0.0404119591768746
LOC102725104///LOC101059935///ANKRD20A8P	102725104///101059935///729171	0.836486204223845	-0.0833633679648522
		0.836550478598775	0.0673497591757375
HSF2	3298	0.836550478598775	0.0844535926746053
		0.836550728196982	0.0338536775736968
		0.836684833559289	-0.0954699494727871
		0.836764334436529	-0.0233732194693865
		0.836764334436529	0.0704660470362795
		0.836764334436529	0.0172192008321996
		0.836816557530711	-0.0203982435929695
		0.836921040377762	0.042998856374151
		0.836966557520682	0.0530649216326546
		0.836981227212786	-0.0636692622959174
MIR34A	407040	0.837015262859576	-0.037445985071427
LSM14B	149986	0.837063730481891	-0.0820867792641735
CDKN2AIPNL	91368	0.837154622331397	-0.0670850255680229
SCN8A	6334	0.837181267123135	-0.0390169629523793
FAM106CP///FAM106A	100129396///80039	0.837189543989197	0.10366698563492
SUMF1	285362	0.837428093308535	-0.054232972351473
		0.837481265277864	-0.0335395550181401
LOC102724238///LOC100126582///FGF7P3///LOC403323///FGF7P6	102724238///100126582///654466///403323///387628	0.837481265277864	-0.0434207278628094
OR2J3///OR2J2	442186///26707	0.837507094498551	-0.029234189639455
HLA-DPB1	3115	0.837670104525636	-0.159464510092967
SNORD115-14	100033451	0.837763532460988	0.026874664291384
THEM6	51337	0.837763532460988	-0.0509734562312909
		0.837763532460988	0.0458656584319748
TAPT1	202018	0.837784557810866	-0.0661116100102079
KCTD1	284252	0.837865855539926	0.0461961600589582
PCDH7	5099	0.837992882272297	0.031732172291385
MAB21L2	10586	0.838061943238626	-0.0404018767698422
		0.838233258355884	-0.0728986929682502
ZNF280C	55609	0.838233258355884	0.127254700342407
		0.838350714861661	0.0349275863322003
		0.838357753554759	0.106433493445581
PSMC6	5706	0.838360198358616	-0.055076057877546
GET4	51608	0.838360198358616	0.041768148010207
ISY1-RAB43///ISY1	100534599///57461	0.838360198358616	0.0912383444807254
PIGF	5281	0.838360198358616	-0.0511771461870749
FAM104B	90736	0.838360198358616	-0.0517068895770976
VPS18	57617	0.838360198358616	0.0531496814739265
		0.838360694636729	-0.0193758338038537
MIR139	406931	0.83877883408271	-0.0760060557664373
KRTAP10-5	386680	0.839310095934811	-0.0605063633582725
ARMCX6	54470	0.83932605036831	0.0516585164410426
CAMK2N2	94032	0.839409581358788	-0.0444536148628103
ATP9B	374868	0.839409581358788	-0.0481103495850315
		0.839473048499401	-0.0225861355759616
SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1	102723555///100310812///729597///728524///441273///441272///441251///285955	0.839483568169306	0.0768052080283468
LRRC37A11P	342666	0.839562283355613	0.0354185914727894
		0.839867601622169	-0.0988829413083838
AKT1	207	0.839867601622169	-0.0647654667052109
LY6K	54742	0.839875760088029	-0.0413493611882076
KBTBD12	166348	0.839887845052766	-0.0431073457619031
		0.839887845052766	0.113969676539683
		0.839887845052766	-0.0316833829920613
GALNT18	374378	0.839969906201301	0.0344560220850347
AK1	203	0.839969906201301	-0.08831209674943
		0.839984837752789	0.0493804353911562
ZNF322	79692	0.839984837752789	0.0632912238163277
		0.839984837752789	-0.0378653331507941
SPAG9	9043	0.839985555166662	-0.0921818431711969
DENND4A	10260	0.839985555166662	0.0582946753718847
LOC646938///TBC1D2B	646938///23102	0.839997421200379	0.099100381606573
DICER1-AS1	400242	0.840026840019327	-0.0439823432630364
CMC2	56942	0.84007487605257	0.0937593229217697
SNORD116-21	100033432	0.840121752441044	0.21216001854195
		0.840121752441044	-0.0160958132301574
EIF3K	27335	0.840134398510292	-0.0796760002290196
SNORD8	319103	0.840134398510292	-0.122869737465983
GML	2765	0.840134398510292	0.0334020669886623
		0.840144064311863	0.0451095132494324
MAP3K8	1326	0.840153772428478	-0.0998079483684791
		0.840171712026219	-0.0683738868979589
		0.840306987302875	-0.0324184814761903
		0.840374902654697	-0.0822703230578226
SLC35D3	340146	0.840570010226045	-0.0406936611054407
SDC3	9672	0.840619932613031	0.05375741981406
		0.84067008816083	0.0502198936405911
CD164	8763	0.84068426376039	-0.0589226751938732
CBX8	57332	0.84068426376039	-0.0483860536972767
CDX2	1045	0.840704345389574	0.0478732474070309
		0.840760897938455	0.0476624017120177
		0.841193108983223	-0.0416477155079331
SRP9	6726	0.841229580609327	0.0552600903322009
CCDC59	29080	0.841254301165075	0.0735814975283455
		0.841295259413985	0.0477256743594179
		0.841393199642682	0.0815639435487547
SLC5A1	6523	0.841393199642682	-0.0241557760714279
		0.841436563639706	0.0860980273412713
		0.841438040983978	0.0154535595521543
		0.841450490088335	0.0351047283458064
		0.841688354841893	0.0514095675657606
		0.841688354841893	-0.0324537611292488
RPL30///RPL30	6156///6156	0.841688354841893	0.0710148121247194
LOC100506990	100506990	0.841688354841893	0.0735867188979631
		0.841688354841893	0.0459901115102039
DBET///DUX4///DUX1///DUX3///DUX5	100419743///100288687///26584///26582///26581	0.841688354841893	-0.0534947655192735
ESRRB	2103	0.841711785636026	0.0353237458979585
RPS21	6227	0.841711785636026	0.0800024527029546
		0.841711785636026	0.0658812866643999
		0.841711785636026	0.0950990372086169
LRRTM3	347731	0.841745177430929	0.036851668546487
		0.841761085153293	0.0771839104058962
MSMB	4477	0.841761085153293	-0.024682437309524
MARCO	8685	0.841761085153293	0.0696601465442193
C11orf42	160298	0.841761085153293	0.041628298766442
NPIPB9///NPIPB5///NPIPB6///NPIPB3	100507607///100132247///728741///23117	0.841761085153293	0.0819766336088446
		0.841761085153293	-0.0522208562426303
CACNA1D	776	0.841761085153293	0.0680032863083904
		0.841837434937883	-0.0245262604308381
PSORS1C2///PSORS1C1///CDSN	170680///170679///1041	0.841837434937883	-0.0402073741337832
		0.841861181901603	-0.03116806234467
BCKDK	10295	0.842003352967505	0.0771134704161014
GABRG3	2567	0.842181917342257	-0.0249425619308381
		0.842193773503668	-0.0434274376111095
TSPY10///TSPY4///TSPY3///TSPY2///TSPY1	100289087///728395///728137///64591///7258	0.842193773503668	0.0782710363163264
DIAPH2-AS1	10824	0.842193773503668	-0.0443218598310642
		0.842193773503668	-0.0793473525827677
RPS11	6205	0.842193773503668	0.0535922280272185
		0.842193773503668	0.0323690728344679
NAT16	375607	0.842193773503668	0.0328315899727882
FBP2	8789	0.84224989312283	-0.0335928281405882
		0.842302063141466	-0.0265242434297042
		0.842302063141466	-0.0535365282551017
TRA2A	29896	0.842302063141466	-0.0558160467857114
		0.842302063141466	0.0190946523253972
DUSP13	51207	0.842302063141466	-0.0467804980079345
ADNP	23394	0.842302063141466	0.0468733332097546
		0.842302063141466	-0.117695245956911
WDR26	80232	0.842302063141466	-0.0645271262165501
ST6GALNAC6	30815	0.842302063141466	-0.0573397771575959
		0.842302063141466	-0.0241240478242615
		0.842302063141466	-0.0479929214614514
CDV3	55573	0.842302063141466	-0.0274629429104234
TMEM61	199964	0.842320513451976	-0.0492297211428552
SLC22A4	6583	0.842343600744946	0.196377302869614
COL1A2///COL1A2	1278///1278	0.842450470575574	-0.030385258955782
		0.842450470575574	0.0311182344693886
		0.842450470575574	-0.0186218940941041
LOC554207	554207	0.842450470575574	0.0269969901224481
CST5	1473	0.842450470575574	0.0512116588832212
		0.842471655782011	-0.0245203600022679
		0.842563120250158	0.0266944072641726
		0.842563120250158	-0.0765201922675622
SYTL5	94122	0.842575901898413	-0.0279648034603173
HMX2	3167	0.842575901898413	-0.0612524941247159
ADAMTS18	170692	0.842586795257996	0.034532729140591
LOC101930169///PRAMEF15///PRAMEF20///PRAMEF6///PRAMEF11///PRAMEF4///PRAMEF9///PRAMEF5	101930169///653619///645425///440561///440560///400735///343070///343068	0.842586795257996	-0.0318384084931957
SIGLECL1	284369	0.842586795257996	-0.0320368826802704
KIF3C	3797	0.842586795257996	-0.0590344864263033
FBXL19	54620	0.842586795257996	0.0346448301859441
		0.842586795257996	-0.0562331209467093
ELMO2	63916	0.842793795591584	-0.0451827264501077
FOXD4L5///FOXD4L6///FOXD4L3///FOXD4L1///FOXD4	653427///653404///286380///200350///2298	0.842804906136452	-0.0443117214648545
CXCL1	2919	0.842804906136452	-0.144849204473925
		0.842818122820638	-0.14343266436508
SLIT3	6586	0.842836976048834	-0.0376073822947838
PHEX	5251	0.842875719816453	0.045778704869615
		0.842875719816453	0.0783539588333375
FAM71B	153745	0.842981358535451	-0.0320545430408163
		0.843035429956738	0.0462247956904793
SELV	348303	0.843066256609423	-0.0374686624954652
NLRP7	199713	0.843106452327209	-0.0447769844410444
SPACA7	122258	0.843134059050452	-0.0343187574591841
SLED1	643036	0.843134059050452	0.196853385235825
		0.843134059050452	-0.0451796918004526
		0.843134059050452	-0.0650417404546477
		0.843134059050452	0.0433624197517024
MVD	4597	0.843180210645464	-0.0319326242380917
IL20RB	53833	0.843241622253653	-0.0421685600623549
SIX1	6495	0.843338095212232	-0.0349428449478451
TAF2	6873	0.843425395148605	0.0488317759535146
APAF1	317	0.843425395148605	0.101512411223355
ADSS	159	0.843486043745205	-0.0535204416609973
CALM3///CALM3	808///808	0.843486043745205	0.0514444560147442
		0.843595329883781	-0.0206815752040761
TAAR3	9288	0.843598403251525	-0.027409380557823
		0.843665261228438	0.0470758378412697
		0.843677684065699	-0.0837499087448954
		0.84367831412253	-0.0363318377278907
		0.84367831412253	0.0326946610736969
FREM2	341640	0.84367831412253	-0.0330773397562352
		0.84367831412253	-0.0183945335453508
PRDX2	7001	0.84367831412253	0.0419602781111097
OR10G8	219869	0.84367831412253	0.0289331716496597
		0.84367831412253	0.0275767550340156
FAM26E	254228	0.843724196026329	0.0446775541972793
NEDD4L	23327	0.843803108339351	-0.0972282551984129
LOC644669///ANKRD30BL///ANKRD30BP2	644669///554226///149992	0.843803108339351	-0.0241673134546474
UBXN4	23190	0.843843415518735	0.0312011894104298
TM4SF4	7104	0.843850954702323	-0.0288139630691591
LINC00521	256369	0.843850954702323	-0.0386586836156471
DCLK2	166614	0.843876254420005	-0.0598553156247137
		0.843876254420005	0.0762763661723378
RANBP3L	202151	0.843876254420005	0.0222061228083898
MURC	347273	0.844161098840894	-0.0368008435
		0.844161098840894	0.0230163589841283
COPZ2	51226	0.844161098840894	-0.0712865854682496
FAM170B	170370	0.844161098840894	-0.0351294977403613
		0.844161098840894	-0.0259322702709737
		0.844161098840894	-0.0351706911065759
		0.844161098840894	-0.0288150038174591
CCDC62	84660	0.844268450890049	0.0718740332233567
		0.844305167696999	-0.0416488406859399
		0.844305167696999	0.0329783764195
L1TD1	54596	0.844326835251495	-0.025019576575962
		0.844326835251495	0.0387762116621322
		0.844461282160988	-0.0692261093004509
		0.844473995865173	0.0581762965272121
		0.844600466002257	0.023593069650794
		0.844620958808639	-0.0891120007596342
		0.84468112886072	0.0270365384591824
LOC728196///MIR34C	728196///407042	0.84468112886072	0.0204311906564629
RHO	6010	0.844706308975773	-0.0387050053151921
		0.844750550343741	0.149315570034017
MBOAT1	154141	0.844750550343741	0.0909956567902519
C8orf58	541565	0.844957974692041	-0.0458889698219958
CLCNKA	1187	0.845030863523281	-0.0458319568979579
RALGAPA1	253959	0.845116848523978	-0.0838939063390001
DIXDC1	85458	0.845137813894099	0.0410996552437641
		0.845157651050372	0.0589122711496604
DVL1	1855	0.845224407067637	-0.0294530161564586
PSG9	5678	0.845289339030689	-0.0440064089489773
MIR299	407023	0.845289339030689	-0.0331047870102026
		0.845323368332431	-0.0654167649807236
LCN6	158062	0.845388784625942	0.046373236775513
		0.845388784625942	0.0570567706587304
		0.845388784625942	-0.0748935916496589
PIK3AP1	118788	0.845400304789098	-0.130630771941043
FSHB	2488	0.845400304789098	-0.0340614784421764
P2RY13	53829	0.845611812032463	0.311658161840136
PCDH1	5097	0.845804606636812	-0.0463956480419494
		0.845804606636812	-0.0621344272437616
TULP2	7288	0.84589388154602	0.0351136092959212
RGL2	5863	0.845955481172547	0.0777251806893435
		0.846101709441894	-0.0489378674750558
DNAH7	56171	0.846245654944013	0.0350316992233553
		0.846263441240685	-0.079878427390021
MIR494	574452	0.846340947438604	-0.0388787174467131
S100A4	6275	0.846446431875359	0.106975582121316
		0.846478575320401	-0.0329663337913804
		0.846478575320401	-0.0360728966757371
		0.846482111334437	0.0749890673401366
MC2R	4158	0.846482111334437	-0.0273992702482988
		0.846512496816952	-0.0513283551587302
CYP3A7-CYP3A51P///CYP3A7	100861540///1551	0.846523654531308	-0.0191242362199535
		0.846703856289398	0.0648658347698401
		0.84675459055176	-0.0332996246451218
LOC102725104///ANKRD20A21P///LOC101059935///ANKRD20A12P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1	102725104///102723552///101059935///100874392///729171///728747///441430///441425///440482///84210	0.847022557494882	-0.0744736590578228
		0.847028748598955	-0.0642767392516959
CEBPD	1052	0.847028748598955	-0.17654587323809
		0.847028748598955	-0.0547776427641713
		0.847174759800473	-0.0223904381734688
FXYD3	5349	0.847193208950816	0.0409075692641734
IMPG1	3617	0.847198496285189	-0.021785097193876
ZNF675	171392	0.847251949269711	-0.139379316849206
SPINK14	408187	0.847454868861838	0.0219207254297058
		0.847454868861838	0.0587112434954657
MESDC2	23184	0.847454868861838	0.0515509254863966
TMEM256-PLSCR3///TMEM256///TNK1	100529211///254863///8711	0.847454868861838	0.0747871658299353
CSAG1	158511	0.847454868861838	-0.0545191135340133
		0.847454868861838	-0.0461471014761892
TMPRSS2///LOC285847///FKBP5	7113///285847///2289	0.847454868861838	0.0244988202913841
EXOC6	54536	0.847454868861838	-0.0677156545294757
FKRP	79147	0.847454868861838	0.0340370940396841
		0.847454868861838	-0.0220924381428564
NTNG2	84628	0.847483048234712	-0.101892731030612
KCNIP3	30818	0.84757201149883	-0.0343796051190486
OR7E24	26648	0.847594134647439	0.026776741485262
FAM126A	84668	0.847697493753627	0.0818591427392299
TMEM151A	256472	0.847794062398951	0.0472836894501141
TACR3	6870	0.848241482237495	-0.0219120971496594
OR5J2	282775	0.848241482237495	0.0271808539671197
ZNF676	163223	0.848241866744956	-0.0255178676485261
TRAF5	7188	0.848262032370069	-0.161285379743763
		0.848262032370069	-0.0179202931530607
BDP1	55814	0.848262032370069	-0.0542214218129238
DHRS7B	25979	0.848324958925688	-0.0616827834251685
		0.848324958925688	-0.0211751726303846
PQLC2	54896	0.848324958925688	-0.0369326295929735
		0.848376759466208	-0.0279318265827655
HSPC102	105372274	0.848466663854623	-0.160285143597505
		0.848611521773449	-0.0184877804603167
NUP214	8021	0.848611521773449	0.0421453757834502
		0.848674366108013	0.0754132900340143
		0.848699124747678	0.0844573204807304
		0.848763487210688	0.091319331626984
FAM183BP	340286	0.849119543876069	-0.0579910003968251
TXNDC16	57544	0.849119543876069	0.0587187653140582
HPR	3250	0.849119543876069	-0.0711206018265296
LOC100996747///RPS26P11///RPS26///PDPK1	100996747///441502///6231///5170	0.849210586084618	0.0965378158956911
JAK2	3717	0.849255269412926	0.0774365012403635
GOLM1	51280	0.849268291175916	0.0952135823809517
		0.849275115986295	-0.0657469916009061
RNF180	285671	0.84935738092829	0.0274840789580502
TYRP1	7306	0.849370692748485	0.022914020434242
ANP32D	23519	0.849421373460533	-0.034480257569161
DEFB115	245929	0.849438129868435	-0.0339743327959181
CEP192	55125	0.849438129868435	0.0335098477040825
		0.849438129868435	0.0220581145374164
		0.849438129868435	-0.020906960198412
ZNF605	100289635	0.849438129868435	0.07296876064059
		0.849438129868435	0.033545003727891
ZDHHC16	84287	0.849438129868435	0.0671111031916114
ST8SIA2	8128	0.849450476054829	0.0346637715691616
BSX	390259	0.849450476054829	0.0463957922176865
		0.849500380499181	0.0748895589195016
		0.849519659838536	-0.0279688046643982
LOC100509814	100509814	0.849592102951941	0.0411967463253982
MMP13	4322	0.849650938101517	-0.0253273417448967
SYNJ2BP-COX16///SYNJ2BP	100529257///55333	0.849710965387449	0.110930509577101
BAALC-AS2	157556	0.84993290741213	0.0407782533424044
		0.849951378043495	0.0397663151859415
		0.849951378043495	-0.03551358762018
HMOX1	3162	0.849951378043495	0.135914890428571
COL12A1	1303	0.850002666894639	-0.0214111179659859
RNASEH1	246243	0.850002666894639	0.0523347481088461
POMT1	10585	0.850002666894639	0.0618011495997735
		0.850053435943302	-0.0180178138129246
KRTAP5-6	440023	0.850151096145912	-0.0515685614671177
P2RY6	5031	0.850222425288664	-0.0497586506167806
		0.850232112045646	-0.0756688289784595
PCDHA12	56137	0.850232112045646	-0.0489230871734696
		0.850232112045646	-0.083080630116779
		0.850232112045646	-0.0253444902165532
OR1G1	8390	0.850280561040958	-0.0287359171643988
		0.850280561040958	-0.0400331505668916
		0.850280561040958	-0.061996835681402
ACTN1	87	0.850280561040958	0.190416025103175
MSH4	4438	0.850280561040958	0.0257230660317469
CTAGE1	64693	0.850439808735878	0.0299197694829934
RITA1	84934	0.850516314993324	-0.0505555391405892
		0.85052845784198	-0.0591390649172343
		0.850625948878808	0.0503721622018176
WDR25	79446	0.850660028173543	0.0442246814625857
DYSF	8291	0.850666390498197	0.216890125507939
FBXO17	115290	0.850698805552976	-0.0464128894421743
LOC440446	440446	0.850749249479486	-0.0450087206621301
CORO6	84940	0.850749249479486	-0.0432727316473898
SP5	389058	0.850749249479486	0.048635688570295
LOC105379252///FAM95B1///FAM95A	105379252///100133036///90499	0.850749249479486	0.0365541335249437
LRRC19	64922	0.850749249479486	-0.0192960289523803
IL31	386653	0.850811155885182	0.0376617589376425
		0.850811155885182	-0.0445561716893401
LRRFIP1	9208	0.850879923377248	0.11848397710998
CERS1///GDF1///CERS1///GDF1	10715///2657///10715///2657	0.850938085836977	-0.0319408151065748
